,program_id,project_id,major_id,program_name_th,program_type_name_th,major_name_th,project_name_th,min_score,max_score,min_score_ds,max_score_ds,est_min_score_mean,est_min_score_mean_sd,est_min_score_regression,receive_student_number,scores
0,10010121300001A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,ภาษาไทย ปกติ,0,0,53.961,83.5332,53.6832,83.5332,56.8051,57.9754,58.1936,380.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
1,10010121300501A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,ภาษาไทย ปกติ,0,0,72.4888,90.4218,72.2942,90.4218,75.6044,76.7622,76.9435,65.0,"{'tgat': 20, 'tpat3': 40, 'a_lv_61': 20, 'a_lv_64': 20}"
2,10010121300599A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,ภาษาไทย ปกติ,0,0,58.6944,78.8053,58.0222,78.8053,60.525,61.6857,63.5353,140.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 50}"
3,10010121301101A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,ภาษาไทย ปกติ,0,0,49.1275,53.4721,49.1275,53.4721,52.2494,53.4197,53.3586,25.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
4,10010121302101A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,ภาษาไทย ปกติ,0,0,58.5664,64.3274,58.5664,64.3274,61.6883,62.8586,63.3761,10.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
5,10010121302501A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,ภาษาไทย ปกติ,0,0,51.1498,53.6999,51.1498,53.6222,54.2717,55.442,55.5049,35.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
6,10010121302701A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,ภาษาไทย ปกติ,0,0,51.1996,57.0996,50.9554,57.0996,54.2656,55.4234,54.8825,40.0,"{'tgat': 20, 'tpat3': 40, 'a_lv_61': 20, 'a_lv_64': 20}"
7,10010121302801A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,ภาษาไทย ปกติ,0,0,51.661,69.6887,51.4386,69.6887,54.5605,55.7308,55.8114,25.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
8,10010121303001A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,ภาษาไทย ปกติ,0,0,51.3331,53.372,51.4831,53.372,54.605,55.7753,55.8586,25.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
9,10010121303501A,0,0,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,ภาษาไทย ปกติ,0,0,68.6332,78.5108,68.6332,78.5108,71.7551,72.9254,74.06,5.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}"
10,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
11,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
12,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
13,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
14,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
15,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
16,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
17,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
18,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
19,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
20,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
21,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
22,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
23,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
24,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
25,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
26,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
27,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
28,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
29,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
30,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
31,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
32,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
33,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
34,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
35,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
36,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
37,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
38,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
39,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
40,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
41,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
42,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
43,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
44,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
45,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
46,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
47,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
48,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
49,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
50,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
51,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
52,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
53,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
54,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
55,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
56,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
57,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
58,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
59,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
60,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
61,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
62,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
63,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
64,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
65,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
66,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
67,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
68,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
69,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
70,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
71,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
72,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
