,program_id,project_id,major_id,program_name_th,program_type_name_th,major_name_th,project_name_th,min_score,max_score,min_score_ds,max_score_ds,est_min_score_mean,est_min_score_mean_sd,est_min_score_regression,receive_student_number,scores
519,10010127703701A,P2718,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 3),70.175,75.7125,70.175,75.7125,72.4319,73.9126,73.1326,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
520,10010127703701A,P2719,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาอังกฤษ,84.1388,88.111,84.1388,88.111,85.5655,87.0754,86.3647,11.0,"{'tgat': 25, 'tpat5': 25, 'a_lv_82': 50}"
521,10010127703701A,P2720,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาจีน,71.9804,77.7054,71.7276,77.7054,70.6273,72.0964,71.4635,7.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_82': 10, 'a_lv_87': 45}"
522,10010127703701A,P2721,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกสังคมศึกษา,70.55,78.8166,69.911,78.8166,71.2283,72.3183,71.3792,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 35, 'a_lv_81': 15}"
523,10010127703701A,P2722,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,48.4944,56.822,48.2054,53.8277,50.9576,52.1267,52.7586,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_65': 40}"
524,10010127703701A,P2723,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกคณิตศาสตร์ ,55.5054,81.8276,55.2888,81.8276,54.9319,56.1105,56.479,50.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_61': 55}"
525,10010127703701A,P2724,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,62.5444,76.0933,62.5444,76.0933,63.0194,64.2448,63.6824,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_66': 40}"
526,10010127703701A,P2725,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,54.5442,62.0944,51.6444,62.0944,52.2778,53.4672,51.8751,9.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_64': 40}"
527,10010127703701A,P2726,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสตร์ทั่วไป,62.6809,69.8699,62.0366,69.8699,61.7344,62.8936,61.7469,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_63': 40}"
528,10010127703701A,P2742,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย,77.5554,80.9944,77.5554,80.9944,77.2973,78.5725,77.379,5.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_81': 35, 'a_lv_82': 20}"
529,10010127703701A,P2741,D,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,สาขาวิชาศิลปศึกษา วิชาเอกศิลปศึกษา,65.3135,72.4525,65.3135,72.4525,68.4009,69.578,69.1428,7.0,"{'tgat': 50, 'tpat21': 30, 'tpat5': 20}"
530,10010127703701A,P2727,G,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ธุรกิจและอาชีวศึกษา,วิชาเอกธุรกิจศึกษา,59.3054,65.45,58.9707,65.45,59.4151,60.754,60.0008,30.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 25}"
531,10010127703701A,P2728,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 20}"
532,10010127703701A,P2729,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,67.3833,68.3345,66.7693,67.9153,68.7759,70.2262,69.3601,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 20}"
533,10010127703701A,P2730,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกคอมพิวเตอร์การศึกษา,59.0375,66.3443,58.6,66.3443,58.7941,60.1027,59.3498,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 20}"
534,10010127703701A,P2731,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,0.0,0.0,0.0,0.0,0.0,0.0,0.79,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
535,10010127703701A,P2732,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาภาษาไทย,74.1735,78.0707,74.1735,78.0707,74.1601,75.4741,74.2629,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
536,10010127703701A,P2733,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาสังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.9808,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
537,10010127703701A,P2734,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,74.8625,74.8625,74.8625,74.8625,74.7966,76.1289,74.759,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_63': 25, 'a_lv_82': 25}"
538,10010127703701A,P2735,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,0.0,0.0,0.0,0.0,0.0,0.0,0.79,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
539,10010127703701A,P2736,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาภาษาไทย,73.7041,75.7513,73.7041,75.7513,73.6907,75.0047,73.7909,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
540,10010127703701A,P2737,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาสังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.9808,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
541,10010127703701A,P2738,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,74.0832,74.0832,74.0832,74.0832,74.0173,75.3496,73.9809,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_63': 25, 'a_lv_82': 25}"
542,10010127703701A,P2739,J,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษานอกระบบโรงเรียน,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,65.1138,67.6597,65.1138,67.6597,67.3707,68.8514,67.915,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
543,10010127703701A,P2740,J,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษานอกระบบโรงเรียน,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาสังคมศึกษา,65.1444,71.286,65.1444,71.286,67.0688,68.358,67.3656,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
544,10010127703701A,0,A,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษาปฐมวัย,0,73.125,80.0166,73.0791,80.0166,73.0657,74.3797,73.1626,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
545,10010127703701A,P2716,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_63': 25}"
546,10010127703701A,P2717,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 2),70.0554,73.7666,69.8166,73.7666,70.3588,71.4587,70.387,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_81': 25}"
547,10010127703701A,P2718,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 3),70.175,75.7125,70.175,75.7125,72.4319,73.9126,73.1326,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
548,10010127703701A,P2719,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาอังกฤษ,84.1388,88.111,84.1388,88.111,85.5655,87.0754,86.3647,11.0,"{'tgat': 25, 'tpat5': 25, 'a_lv_82': 50}"
549,10010127703701A,P2720,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาจีน,71.9804,77.7054,71.7276,77.7054,70.6273,72.0964,71.4635,7.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_82': 10, 'a_lv_87': 45}"
550,10010127703701A,P2721,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกสังคมศึกษา,70.55,78.8166,69.911,78.8166,71.2283,72.3183,71.3792,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 35, 'a_lv_81': 15}"
551,10010127703701A,P2722,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,48.4944,56.822,48.2054,53.8277,50.9576,52.1267,52.7586,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_65': 40}"
552,10010127703701A,P2723,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกคณิตศาสตร์ ,55.5054,81.8276,55.2888,81.8276,54.9319,56.1105,56.479,50.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_61': 55}"
553,10010127703701A,P2724,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,62.5444,76.0933,62.5444,76.0933,63.0194,64.2448,63.6824,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_66': 40}"
554,10010127703701A,P2725,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,54.5442,62.0944,51.6444,62.0944,52.2778,53.4672,51.8751,9.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_64': 40}"
555,10010127703701A,P2726,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสตร์ทั่วไป,62.6809,69.8699,62.0366,69.8699,61.7344,62.8936,61.7469,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_63': 40}"
556,10010127703701A,P2742,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย,77.5554,80.9944,77.5554,80.9944,77.2973,78.5725,77.379,5.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_81': 35, 'a_lv_82': 20}"
557,10010127703701A,P2741,D,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,สาขาวิชาศิลปศึกษา วิชาเอกศิลปศึกษา,65.3135,72.4525,65.3135,72.4525,68.4009,69.578,69.1428,7.0,"{'tgat': 50, 'tpat21': 30, 'tpat5': 20}"
558,10010127703701A,P2727,G,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ธุรกิจและอาชีวศึกษา,วิชาเอกธุรกิจศึกษา,59.3054,65.45,58.9707,65.45,59.4151,60.754,60.0008,30.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 25}"
559,10010127703701A,P2728,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 20}"
560,10010127703701A,P2729,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,67.3833,68.3345,66.7693,67.9153,68.7759,70.2262,69.3601,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 20}"
561,10010127703701A,P2730,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกคอมพิวเตอร์การศึกษา,59.0375,66.3443,58.6,66.3443,58.7941,60.1027,59.3498,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 20}"
562,10010127703701A,P2731,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,0.0,0.0,0.0,0.0,0.0,0.0,0.79,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
563,10010127703701A,P2732,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาภาษาไทย,74.1735,78.0707,74.1735,78.0707,74.1601,75.4741,74.2629,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
564,10010127703701A,P2733,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาสังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.9808,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
565,10010127703701A,P2734,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,74.8625,74.8625,74.8625,74.8625,74.7966,76.1289,74.759,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_63': 25, 'a_lv_82': 25}"
566,10010127703701A,P2735,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,0.0,0.0,0.0,0.0,0.0,0.0,0.79,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
567,10010127703701A,P2736,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาภาษาไทย,73.7041,75.7513,73.7041,75.7513,73.6907,75.0047,73.7909,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
568,10010127703701A,P2737,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาสังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.9808,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
569,10010127703701A,P2738,I,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,74.0832,74.0832,74.0832,74.0832,74.0173,75.3496,73.9809,7.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_63': 25, 'a_lv_82': 25}"
570,10010127703701A,P2739,J,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษานอกระบบโรงเรียน,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,65.1138,67.6597,65.1138,67.6597,67.3707,68.8514,67.915,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
571,10010127703701A,P2740,J,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษานอกระบบโรงเรียน,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาสังคมศึกษา,65.1444,71.286,65.1444,71.286,67.0688,68.358,67.3656,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_82': 25}"
572,10010127703701A,0,A,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,การศึกษาปฐมวัย,0,73.125,80.0166,73.0791,80.0166,73.0657,74.3797,73.1626,28.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_81': 25, 'a_lv_82': 25}"
573,10010127703701A,P2716,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_63': 25}"
574,10010127703701A,P2717,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 2),70.0554,73.7666,69.8166,73.7666,70.3588,71.4587,70.387,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 25, 'a_lv_81': 25}"
575,10010127703701A,P2718,B,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ประถมศึกษา,วิชาเอกประถมศึกษา (รูปแบบที่ 3),70.175,75.7125,70.175,75.7125,72.4319,73.9126,73.1326,36.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 25}"
576,10010127703701A,P2719,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาอังกฤษ,84.1388,88.111,84.1388,88.111,85.5655,87.0754,86.3647,11.0,"{'tgat': 25, 'tpat5': 25, 'a_lv_82': 50}"
577,10010127703701A,P2720,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาจีน,71.9804,77.7054,71.7276,77.7054,70.6273,72.0964,71.4635,7.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_82': 10, 'a_lv_87': 45}"
578,10010127703701A,P2721,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกสังคมศึกษา,70.55,78.8166,69.911,78.8166,71.2283,72.3183,71.3792,20.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_70': 35, 'a_lv_81': 15}"
579,10010127703701A,P2722,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,48.4944,56.822,48.2054,53.8277,50.9576,52.1267,52.7586,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_65': 40}"
580,10010127703701A,P2723,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกคณิตศาสตร์ ,55.5054,81.8276,55.2888,81.8276,54.9319,56.1105,56.479,50.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_61': 55}"
581,10010127703701A,P2724,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,62.5444,76.0933,62.5444,76.0933,63.0194,64.2448,63.6824,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_66': 40}"
582,10010127703701A,P2725,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,54.5442,62.0944,51.6444,62.0944,52.2778,53.4672,51.8751,9.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_64': 40}"
583,10010127703701A,P2726,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสตร์ทั่วไป,62.6809,69.8699,62.0366,69.8699,61.7344,62.8936,61.7469,18.0,"{'tgat': 20, 'tpat3': 10, 'tpat5': 20, 'a_lv_61': 10, 'a_lv_63': 40}"
584,10010127703701A,P2742,C,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย,77.5554,80.9944,77.5554,80.9944,77.2973,78.5725,77.379,5.0,"{'tgat': 20, 'tpat5': 25, 'a_lv_81': 35, 'a_lv_82': 20}"
585,10010127703701A,P2741,D,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,สาขาวิชาศิลปศึกษา วิชาเอกศิลปศึกษา,65.3135,72.4525,65.3135,72.4525,68.4009,69.578,69.1428,7.0,"{'tgat': 50, 'tpat21': 30, 'tpat5': 20}"
586,10010127703701A,P2727,G,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,ธุรกิจและอาชีวศึกษา,วิชาเอกธุรกิจศึกษา,59.3054,65.45,58.9707,65.45,59.4151,60.754,60.0008,30.0,"{'tgat': 20, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 25}"
587,10010127703701A,P2728,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 25, 'a_lv_82': 20}"
588,10010127703701A,P2729,H,หลักสูตรครุศาสตรบัณฑิต,ภาษาไทย ปกติ,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,67.3833,68.3345,66.7693,67.9153,68.7759,70.2262,69.3601,5.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_62': 25, 'a_lv_82': 20}"
